PUBLICATION_DATE,UID,SITE_ID,DATE_COL,PSTL_CODE,VISIT_NO,YEAR,STUDY,INDEX_HEC,INDEX_LE,INDEX_SMR,INDEX_NIAG,NCCA_REG,SAMPLE_TYPE,STATION_DEPTH,TRANS,CAST,COL_LOC,DEPTH,CONDUCTIVITY,DO,PH,SALINITY,LIGHT_AMB,LIGHT_UW,TEMPERATURE,NARS_COMMENT,NARS_FLAG
1/6/2022,155670,LHLEC-019,24-Sep-14,MI,1,2014,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,6.8,0.599,DOWNCAST,Mid-water,3,226.2,9.73,8.14,,1121,313,17.58,,
1/6/2022,155670,LHLEC-019,24-Sep-14,MI,1,2014,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,6.8,0.599,UPCAST,Mid-water,3,226.5,9.74,8.14,,1161,326,17.6,,
1/6/2022,155670,LHLEC-019,24-Sep-14,MI,1,2014,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,6.8,0.599,UPCAST,Mid-water,4,226.1,9.74,8.16,,1180,209,17.6,,
1/6/2022,155670,LHLEC-019,24-Sep-14,MI,1,2014,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,6.8,0.599,DOWNCAST,Mid-water,4,225.9,9.73,8.13,,1136,199,17.6,,
1/6/2022,155670,LHLEC-019,24-Sep-14,MI,1,2014,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,6.8,0.599,UPCAST,Mid-water,5,226.2,9.74,8.15,,1210,135,17.59,,
1/6/2022,155670,LHLEC-019,24-Sep-14,MI,1,2014,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,6.8,0.599,DOWNCAST,Mid-water,5,225.5,9.76,8.16,,1195,128,17.59,,
1/6/2022,155670,LHLEC-019,24-Sep-14,MI,1,2014,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,6.8,0.599,UPCAST,Mid-water,6,225.1,9.72,8.15,,1212,84,17.58,,
1/6/2022,155670,LHLEC-019,24-Sep-14,MI,1,2014,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,6.8,0.599,DOWNCAST,Mid-water,6,224.8,9.74,8.13,,1211,87,17.57,,
1/6/2022,155670,LHLEC-019,24-Sep-14,MI,1,2014,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,6.8,0.599,UPCAST,Bottom,6.3,224.9,9.73,8.14,,1223,77,17.56,,
1/6/2022,155670,LHLEC-019,24-Sep-14,MI,1,2014,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,6.8,0.599,DOWNCAST,Bottom,6.3,224.8,9.74,8.14,,1234,78,17.56,,
1/6/2022,155671,LHLEC-030,25-Sep-14,ON,1,2014,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,12.3,0.458,DOWNCAST,Surface,0.1,226.4,9.3,8.25,,480,575,17.76,,
1/6/2022,155671,LHLEC-030,25-Sep-14,ON,1,2014,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,12.3,0.458,UPCAST,Surface,0.1,225.6,9.28,8.26,,502,683,17.81,,
